"","symbol","C51","C84","C83","C91","C34","C89","NC1","NC5","NC9","NC11","NC23","NC24"
"16496","TAS2R50",0,0,0,0,0,3,0,0,3,0,0,0
"16497","TAS2R60",0,0,1,0,0,2,0,0,3,0,2,0
"16498","TAS2R7",0,0,0,0,0,0,0,0,0,0,0,0
"16499","TAS2R8",0,0,0,0,0,0,0,0,0,0,0,0
"16500","TAS2R9",0,0,0,0,0,0,0,0,0,0,0,0
"16501","TASOR",2231.48,1792.87,1709.47,1482.82,2016.23,1741.58,956.77,964.01,2849.62,1959.58,1010.92,2061.69
"16502","TASOR2",554,202,373,275,607,447,110,132,859,501,186,380
"16503","TASP1",114,53,71,162,92,60,80,42,201,108,57,117
"16504","TAT",4.56,2.3,5.14,6.09,7.68,3.05,5.17,2.8,2.45,0,6.39,5.04
"16505","TATDN1",334,211,220,319,196,104,245,145,434,302,230,308
"16506","TATDN2",2941,1944,1613,1971,1718,1322,1718,1394,2519,2146,1240,2177
"16507","TATDN3",820.84,595.71,502.48,538.03,583.34,516.73,436.02,523.27,630.44,890.93,603.21,624.96
"16508","TAX1BP1",4771,3763,2497,2890,4653,4554,1595,2148,4083,4504,2266,4151
"16509","TAX1BP3",902.45,768.09,608.33,783.22,479.35,288.63,1056.82,658.27,487.58,917.11,1103.03,671.58
"16510","TAZ",1373,1135,1129,1375,550,689,1903,1695,1355,1647,2142,1564
"16511","TBATA",1,0,0,0,0,0,0,0,0,0,0,0
"16512","TBC1D1",3122,1689,1705,1921,2497,1869,1316,1300,2064,3190,1857,2399
"16513","TBC1D10A",486,378,376,746,284,237,686,545,656,704,818,656
"16514","TBC1D10B",2017,1439,1349,1595,959,789,2539,3548,1212,2220,3260,1894
"16515","TBC1D10C",2846,3519,2364,5378,1883,1358,7406,7257,4346,5014,8925,4739
"16516","TBC1D12",181,24,72,57,146,172,56,74,168,173,51,71
"16517","TBC1D13",1150.53,615.03,742.65,768.03,500.41,427.9,913.11,843.19,907.64,1061.3,828.2,877.32
"16518","TBC1D14",4692,4354,2651,4703,4650,6488,2422,3126,3617,5081,2791,4841
"16519","TBC1D15",1907.24,1225.11,1070.14,1473.23,1547.15,2117.06,840.41,807.88,1640.13,1563.48,839.41,1773.33
"16520","TBC1D16",42,21,8,30,28,32,28,56,49,51,59,61
"16521","TBC1D17",629,296,324,721,386,348,967,543,709,719,840,903
"16522","TBC1D19",41,25,26,45,17,15,11,24,65,31,12,25
"16523","TBC1D2",720,609,821,346,409,350,458,444,344,747,956,653
"16524","TBC1D20",1991.91,1180.12,1513.69,1276.48,1578.95,1379.73,985.5,1089.19,1633.4,1554.57,986.92,1564.19
"16525","TBC1D21",0,0,0,0,0,0,0,0,0,0,0,0
"16526","TBC1D22A",1141,835,657,1018,628,578,1261,957,1129,1501,1559,1169
"16527","TBC1D22B",445.98,304.98,478,354,371,242.99,255.99,201,440.99,395,245,335
"16528","TBC1D23",1242,944,846,840,1109,994,407,511,1035,1149,508,967
"16529","TBC1D24",167.93,106.21,149.75,169.46,93.89,107.33,180.2,126.79,157.4,177.71,141.47,186.59
"16530","TBC1D25",694,437,492,525,446,333,608,606,660,708,758,655
"16531","TBC1D26",2,0,0,2,0,0,3,1,3,0,0,2
"16532","TBC1D28",0,0,0,0,0,0,0,0,0,0,0,0
"16533","TBC1D2B",2294,1983,1645,1748,2185,1849,1157,1058,2365,3081,1758,1919
"16534","TBC1D3",0,0,0,0,14.01,0,0,272.28,0,9.03,0,0
"16535","TBC1D30",182,133,66,86,120,192,71,79,109,147,46,104
"16536","TBC1D31",165,99,205,189,132,65,119,117,252,203,82,152
"16537","TBC1D32",24.2,19.28,26.39,51.03,32.98,33.8,27.49,20.63,90,23.22,18.55,41.43
"16538","TBC1D3B",6.27,0,0,0,0,0,0,0,0,0,0,0
"16539","TBC1D3C",0,0,0,155.09,0,0,0,120.35,0,0,49.44,0
"16540","TBC1D3D",547.47,0,3.13,0,79.62,0,0,0,0,0,1059.68,0
"16541","TBC1D3E",0,0,0,0,0,0,0,0,0,0,0,0
"16542","TBC1D3F",0,0,0,0,0,0,0,0,0,0,48.51,0
"16543","TBC1D3G",0,0,0,0,0,0,0,0,0,0,165.27,0
"16544","TBC1D3H",5.7,0,0,50.07,0,0,5.05,0,8.14,0,0,0
"16545","TBC1D3I",0,0,4.9,0,0,0,0,0,0,0,0,0
"16546","TBC1D3J",0,0,0,0,0,0,0,0,0,0,0,1.62
"16547","TBC1D3K",0,0,0,0,0,0,0,0,0,0,0,0
"16548","TBC1D3L",484.56,720,1099.97,644.84,676.31,1538,989.95,656.37,1041.86,1394.97,98.09,1633.38
"16549","TBC1D4",282,491.68,182,1305,728,310,660,204,2823,964,378,1222
"16550","TBC1D5",1574.02,889.79,949.01,836,1154,1355,616,649,1248.04,1267,594.25,1045
"16551","TBC1D7",437.53,244.63,143.82,170.6,121.24,105.52,232.2,182.88,140.02,195.13,158.07,206.52
"16552","TBC1D7-LOC100130357",11.47,53.61,49.18,8.33,33.76,40.48,4.8,51.12,32.7,21.87,21.81,53.62
"16553","TBC1D8",1168,2043,1094,210,431,567,492,889,548,971,649,508
"16554","TBC1D8B",15,8,27,9,31,20,6,11,41,27,4,11
"16555","TBC1D9",870,225,434,404,785,402,376,158,825,866,388,619
"16556","TBC1D9B",1826,1205,1336,989,908,792,727,595,1842,1631,1378,1510
"16557","TBCA",1490.07,1435.01,1027.08,1617.01,874.12,497.01,1474,1326.05,1366.25,1840.07,1287.95,1606.63
"16558","TBCB",1485,1316,1270,1439,649,493,1883,2037,1464,2119,2335,1210
"16559","TBCC",1306,1271,1003,1727,777,599,889,768,1025,1733,992,948
"16560","TBCCD1",224.04,158.94,177.2,229.14,185.72,145.88,203.19,156.61,268.85,250.23,136.82,203.6
"16561","TBCD",696.81,488.59,472.7,806.04,408.22,386.57,999.3,733.36,1086.63,1161.17,1297.73,1209.77
"16562","TBCE",459.78,255.79,271.18,228.9,191.4,183.15,219.02,208.29,375.15,338.03,224.54,285.1
"16563","TBCEL",276,142,181.74,153.93,296,206,108,84,316,242,95,167
"16564","TBCEL-TECTA",0,0,5.26,9.07,0,0,0,0,0,0,0,0
"16565","TBCK",286.71,247.66,354.38,250.35,324.4,245.11,99.57,113.64,474.25,295.97,131.04,297.77
"16566","TBK1",1542,1218,1339,882,1538,1623,426,637,1362,1617,656,1144
"16567","TBKBP1",797,819,1070,825,332,984,941,1600,572,809,1565,1701
"16568","TBL1X",4647,2788,1408,2938,3572,3518,2556,2069,2463,3248,1960,3371
"16569","TBL1XR1",3404,2471,1279,2450,2029,2194,1976,2305,2785,2675,1591,3111
"16570","TBL1Y",0,0,0,0,0,0,0,0,0,0,0,0
"16571","TBL2",406.13,267.12,266.15,308.27,203.38,128.79,279.43,289.93,330.82,396.54,329.79,357.43
"16572","TBL3",212,152,179,249,87,70,412.08,324,279,270.93,710.23,321
"16573","TBP",402.88,231,238,330.82,280,182,214.53,138,418,372.55,178.04,322.39
"16574","TBPL1",855.61,584.1,735.69,692.53,578.69,366,564,542.76,695.79,750.8,539.13,623.5
"16575","TBPL2",0,0,0,0,0,0,0,0,0,0,0,0
"16576","TBR1",0,0,0,0,0,0,0,2,2,0,0,0
"16577","TBRG1",1434.07,1185.35,1248.51,1417.56,1363.34,1099.84,1304.75,1108.77,1634.58,1431.48,863.35,1766.38
"16578","TBRG4",539,461,510,762,315,221,796,508,936,786,914,782
"16579","TBX1",0,3,0,0,1,0,0,0,0,0,0,0
"16580","TBX10",0,0,0,0,0,0,2,0,0,0,0,0
"16581","TBX15",0,0,0,0,0,0,0,0,0,0,0,0
"16582","TBX18",1,0,0,0,0,0,0,2,0,1,0,1
"16583","TBX19",96,79,96,92,61,58,139,150,108,131,110,95
"16584","TBX2",0,0,0,0,0,0,0,0,1,0,0,0
"16585","TBX20",0,0,0,0,0,0,0,0,4,0,0,0
"16586","TBX21",1149,444,2023,1358,494,121,632,1469,838,869,402,810
"16587","TBX22",0,0,0,0,0,0,0,0,0,0,0,0
"16588","TBX3",0,0,0,0,0,0,0,0,0,0,0,0
"16589","TBX4",0,0,0,0,0,0,0,0,0,0,0,0
"16590","TBX5",2.2,0,1.19,0,0,0,7.18,2.16,0,0,7.6,0
"16591","TBX6",5,9,7,7,8,5,26,13,12,20,35,14
"16592","TBXA2R",83.68,28.71,101.32,96.06,49.75,28.64,100.04,159.08,71.88,66.52,73.46,66.66
"16593","TBXAS1",9357,6826,2856,4513,4783,6410,3855,5198,3619,6703,5942,5848
"16594","TBXT",0,0,0,0,0,0,0,0,15,0,0,0
"16595","TC2N",1061,792,751,1870,990,610,556,501,3018,980,557,1457
"16596","TCAF1",173,111,150.78,162.74,137,103,90,101.02,352,154,80,209
"16597","TCAF2",557.31,537.15,380.52,577,451.07,499.61,390.91,456.17,1105.07,552.52,515.87,848.47
"16598","TCAIM",437.58,423,348,317,307,359.01,227,285.18,409.07,511,246.67,367
"16599","TCAP",9,10,12,20,13,5,49,41,14,10,88,24
"16600","TCEA1",2396,1702,1445,2026,1672,1324,1147,994,2521,2103,1240,1956
"16601","TCEA2",105,59,51,205,54,46,184,80,142,108,215,151
"16602","TCEA3",24,43,30,182,78,18,295,43,437,105,198,190
"16603","TCEAL1",141,59,129,208,97,55,97,51,188,129,116,138
"16604","TCEAL2",2,4.06,2.02,7,1,0,2.01,0,6.02,0,9,3
"16605","TCEAL3",114,29,81,175,65,33.97,186,66,140,104.97,77.92,117
"16606","TCEAL4",305,149.94,157.98,371,159,119,383.99,168,359.98,259,208,291
"16607","TCEAL5",0,0,0,0,0,1.03,0,0,0,0,1.08,0
"16608","TCEAL6",0,0,0,0,0,0,0,0,0,1.03,0,0
"16609","TCEAL7",0,0,0,0,0,0,0,0,0,0,0,0
"16610","TCEAL8",548,423,469,673,321,164,473,332,698,530,357,489
"16611","TCEAL9",81,37,69,29,40,16,19,36,32,32,22,19
"16612","TCEANC",202.24,146.96,165.58,198.16,213.64,97.88,134,151.94,278.2,246,142.1,183.08
"16613","TCEANC2",601.94,464.8,309.01,433.99,503.26,561.15,268.82,204.55,545.32,505.52,269.94,439.2
"16614","TCERG1",670,352,440,522,453,354,371,246,911,532,300,631
"16615","TCERG1L",2,0,3,0,0,0,0,1,0,0,0,0
"16616","TCF12",921,421,596,465.2,715,496,230,238,1083,623,256,659
"16617","TCF15",0,0,1,0,0,0,0,0,0,0,0,1
"16618","TCF19",295,254,232,187,183,82,111,81,237,136,119,156
"16619","TCF20",1650,688,761,919,2009,1601,567,352,1533.06,1038,603,1358
"16620","TCF21",1,0,0,0,0,0,1,0,1,1,0,0
"16621","TCF23",14.27,7.72,10.11,13.12,10.89,21.16,19.52,21.78,11.51,8.74,24.11,13.97
"16622","TCF24",0,0,0,0,0,0,0,0,0,0,0,0
"16623","TCF25",2808,1752,1698,2541,1373,1541,2797,1812,2301,2850,3371,3207
"16624","TCF3",394,293,386,625,323,164,530,227,1036,546,692,753
"16625","TCF4",266,152,303,156,318,284,128,100,921,234,133,298
"16626","TCF7",638.27,813.15,481.07,4019.42,1336.17,417.31,3595.83,733.55,8059.6,2083.54,2378.12,3504.78
"16627","TCF7L1",53,22,31,32,27,63,42,35,36,35,65,61
"16628","TCF7L2",1178,656,383,228,251,224,432,766,483,756,631,391
"16629","TCFL5",348.8,410.15,233.75,355.83,166.05,296,214.01,245.78,408,412.62,260,467.35
"16630","TCHH",2,0,0,0,0,0,1,0,0,5,2,0
"16631","TCHHL1",0,0,0,0,0,0,0,0,0,0,0,0
"16632","TCHP",655,361,472,386,427,367,362,369,588,565,349,522
"16633","TCIM",0,0,0,0,0,1,0,0,0,0,0,0
"16634","TCIRG1",5628,8242,4935,5952,3060,3734,8834,11323,5012,9272,23541,8052
"16635","TCL1A",295,32,64,786,423,128,1033,117,940,672,980,1624
"16636","TCL1B",7,0,1,6,5,1,12,5,7,7,6,17
"16637","TCN1",1678,879,1238,375,363,298,74,207,271,410,93,190
"16638","TCN2",1284,385,2064,110,232,356,238,1672,491,732,2558,477
"16639","TCOF1",780.08,541.06,596.87,792.92,401.82,299.14,987.53,758,1123.31,769.41,957.1,975.14
"16640","TCP1",2285.27,1668.06,1616.09,2080.43,1574.84,1171.48,1487.33,1120.72,2343.36,2138.05,1401.63,2018.24
"16641","TCP10L",0,0,0,0,0,0,0.05,0,0,0,0,0
"16642","TCP11",0,0,0,0,0,0,0,0,0,0,0,0
"16643","TCP11L1",184,142,129,126,181,183,117,70,117,225,179,130
"16644","TCP11L2",930,424,464,340,1874,1649,162,275,723,632,249,779
"16645","TCP11X1",0,0,0,0,0,0,0,0,0,0,0,0
"16646","TCP11X2",0,0,0,0,0,0,0,0,0,0,0,0
"16647","TCTA",1924.43,874.78,1107.98,845.62,840.71,702.99,809.92,1120.54,1381.06,1427.39,1248.19,1218.81
"16648","TCTE1",6.02,1,3,3.02,1.01,2.01,1.08,2,12,1,2.01,10.03
"16649","TCTE3",1,1,1,0,0,0,0,1,0,0,0,0
"16650","TCTEX1D1",70,30,24,8,21,12,6,24,15,20,2,1
"16651","TCTEX1D2",33,69,63,57,33,9,36,75,48,36,56,46
"16652","TCTEX1D4",22.07,3,6,11.03,34.08,29.05,6,6,9,15.04,25,16.15
"16653","TCTN1",180.69,71.26,97.81,181.29,239.26,180.55,156.11,76.77,395.29,200.45,156.03,248.54
"16654","TCTN2",35.4,12.79,30.92,67.99,20.12,23.54,60.98,6.02,129.23,38.28,24.33,40.02
"16655","TCTN3",397,183,287,390,208,106,346,240,582,369,201,398
"16656","TDG",806,599,546,664,727,476,349,381,776,757,349,676
"16657","TDGF1",3.03,1,1.06,3,1.03,2.35,2.76,2,0,3,2.01,2.18
"16658","TDO2",0,0,0,0,0,0,0,0,0,0,0,0
"16659","TDP1",490.8,289,284,477,276,169,420,223,680,402,271,484
"16660","TDP2",7075,4715,3143,4727,4452,5415,3671,5002,4949,5040,5408,5948
"16661","TDRD1",1,0,0,2,0,0,2,0,3,12,0,2
"16662","TDRD10",3,1,0,1,0,1,0,1,0,1,0,0
"16663","TDRD12",18.1,6.01,20.96,23.3,19.34,16.81,37.38,38.4,27.87,11.75,67.38,63
"16664","TDRD15",0,0,0,0,1,5,0,0,1,0,0,0
"16665","TDRD3",300,177,237,306,176,108,251,158,394,268,201,332
"16666","TDRD5",1,0,2,0,0,1,0,0,0,0,0,0
"16667","TDRD6",10,3,13,4,14,63,12,8,19,62,1,34.05
"16668","TDRD7",1557,1417,2485,767,1269,938,589,1279,2088,1927,1456,970
"16669","TDRD9",367,1569,518,172,668,892,129,650,105,197,291,200
"16670","TDRKH",131,49,74,111,80,33,53,58,153,77,34,98
"16671","TDRP",238,34,46,94,52,82,69,33,98,271,27,34
"16672","TEAD1",0,0,0,1,1,2,0,0,0,0,0,0
"16673","TEAD2",6,6,5,15,3,25,16,3,225,9,17,28
"16674","TEAD3",8,2,6,7,4,5,20,7,1,6,10,7
"16675","TEAD4",0,1,2,0,0,0,0,0,0,0,0,0
"16676","TEC",183,134,100,138,172,107,95,66,138,178,77,92
"16677","TECPR1",1295.37,1508.35,749.8,1128.54,753.33,754.4,1482.68,1335.59,1728.06,1704.44,1517.43,1689.71
"16678","TECPR2",3616.19,2522.94,2440.76,1757.58,2010.2,3254.98,1765.47,1895.28,2369.96,2912.92,3057.87,2437.35
"16679","TECR",1095,587,672,1116,350,241,1685,1212,1188,805,1717,1069
"16680","TECRL",1,0,0,0,0,2,0,0,0,0,0,0
"16681","TECTA",10,3,0,0,16,1,10,9,13,3,2,5
"16682","TECTB",0,0,0,0,0,0,0,0,0,0,0,0
"16683","TEDC1",23,45,37,41,5,3,93,58,33,81,241,34
"16684","TEDC2",2,11,8,2,3,1,1,3,5,1,5,0
"16685","TEDDM1",0,2,3.39,3.89,3.03,7.08,1,3.62,1,2,0,1
"16686","TEF",139,77,82,284,122,50,448,90,292,150,125,238
"16687","TEFM",233,176,204,189,134,68,106,128,175,219,148,167
"16688","TEK",25,0,23,35,150,38,8,1,18,9,2,9
"16689","TEKT1",0,0,0,0,0,0,0,0,0,0,0,0
"16690","TEKT2",2,3,3,4,25,3,6,3,0,4,3,11
"16691","TEKT3",4,2,0,0,1,3,0,4,5,0,4,0
"16692","TEKT4",14,4,16,11,6,6,18,28,14,20,1,11
"16693","TEKT5",0,1,0,0,0,0,5,2,0,0,1,0
"16694","TELO2",142,142,186,231,56,49,348,195,284,299,885,238
"16695","TEN1",298,252,209,265,141,91,433,345,312,344,477,350
"16696","TENM1",103,85,232,54,42,365,33,50,183,194,57,123
"16697","TENM2",0,1,0,0,1,0,0,0,0,0,0,0
"16698","TENM3",0,0,0,0,0,0,0,0,0,0,0,0
"16699","TENM4",1,0,0,0,0,0,5,8,0,2,4,14
"16700","TENT2",2263,1712,1518,1648,1739,1732.17,994,1364,2257,2355,1484,1882
"16701","TENT4A",417,266,366,425,316,185,421,161,558,414,254,446
"16702","TENT4B",687.57,412,418,519.18,593.09,570,304.12,327,558.92,521.06,210.01,554
"16703","TENT5A",1551,770,1113,722,764,705,611,741,915,1255,645,667
"16704","TENT5B",2,0,3,4,2,2,10,3,6,8,0,1
"16705","TENT5C",1546,648,1121,847,3236,842,577,385,1375,896,343,628
"16706","TENT5D",0,0,0,0,0,0,0,0,0,0,0,0
"16707","TEP1",2013.86,1587.97,1734.43,1518.75,2204.15,2156.8,879.59,1111.61,2181.65,2809.89,1651.22,2307.44
"16708","TEPP",4,9,10,16,2,0,10,9,17,5,11,23
"16709","TEPSIN",795,753,614,970,478,470,1281,958,832,999,1661,1208
"16710","TERB1",0,0,0,0,0,0,0,0,0,0,0,1
"16711","TERB2",0,0,1,0,0,0,0,0,1,1,0,0
"16712","TERF1",589.91,375.27,406.35,507.22,381.22,267.53,288.76,297.06,678.94,609.05,285.34,487.77
"16713","TERF2",633.93,313.7,394.03,440.38,393.33,295.96,457.99,310.66,556.49,568.24,350.67,495.68
"16714","TERF2IP",2689,2162,2013,2965,2176,1549,2197,1773,2726,2918,1892,2321
"16715","TERT",0,4,7,1,0,0,2,0,4,0,2,4
"16716","TES",2555.23,2171.04,2148.63,2119.77,2461.53,1623.84,900.27,1202.25,3138.46,2666.07,1274.24,1970.38
"16717","TESC",824,621,422,685,526,482,1097,820,709,756,1029,382
"16718","TESK1",440,284,427,398,241,123,415,293,426,542,656,585
"16719","TESK2",653.61,461.32,402.52,435,480,648,245,311.82,514,694.19,333.53,550
"16720","TESMIN",160.56,126,66.05,107,73.89,135.7,75.04,56.21,80.01,114.72,62.44,91.1
"16721","TESPA1",426.75,541.76,377.31,1549.39,568.83,246.22,1875.47,617.22,3208.12,968.55,1090.16,1398.48
"16722","TET1",17,7,8,11,17,6,6,10,28,14,4,6
"16723","TET2",4589,3484,2327,2565,6433,10163,1406,1516,3302,3858,1594,3332
"16724","TET3",1982,1281,1075,1061,1979,2557,701,447,1217,1632,691,1511
"16725","TEX10",222,158,187,278,218,131,210,102,343,226.72,155,246
"16726","TEX101",0,0,0,6.03,3,0,10,5,35.01,7.03,5,5.07
"16727","TEX11",1.04,0,1,0,1,0.97,1,0,3,2,0,0
"16728","TEX12",3,6,0,3,3,2,9,3,2,6,8,1
"16729","TEX13A",0,0,0,0,0,0,0,0,0,0,0,0
"16730","TEX13B",0,0,0,0,0,0,0,0,0,0,0,0
"16731","TEX13C",2,1,0,1,0,0,0,0,0,1,1,2
"16732","TEX13D",0,0,1,0,0,0,0,0,1,1,3,0
"16733","TEX14",7,6,12,11,3,10,9,3,10,6,7,3
"16734","TEX15",2,0,0,0,0,3,2,0,0,0,0,0
"16735","TEX19",2,0,1,0,0,0,0,0,2,0,0,0
"16736","TEX2",688,242,310,235,334,344,128,109,402,305,125,297
"16737","TEX22",9,17,28,32,11,21,37,55,20,41,50,41
"16738","TEX26",0,0,0,0,0,0,0,0,0,0,0,0
"16739","TEX261",1847,1195,1442,1537,1266,993,1315,1098,1937,2014,1131,1740
"16740","TEX264",1175,984,841,1218,565,323,1779,1679,1375,1462,1922,1334
"16741","TEX28",0,0,1,1,0,0,0,0,0,0,0,0
"16742","TEX29",13,7,11,4,5,1,3,5,8,8,6,8
"16743","TEX30",159,197,141,254,162,50,153,74,172,214,76,144
"16744","TEX33",0,1,0,0,0,0,0,0,0,0,0,0
"16745","TEX35",0,0,0,1,0,0,3,0,0,0,1,0
"16746","TEX36",0,0,0,0,0,0,0,0,0,0,0,0
"16747","TEX37",0,0,0,0,0,0,0,0,0,0,0,0
"16748","TEX38",0,0,0,0,0,0,0,0,0,0,0,0
"16749","TEX43",0,0,0,0,0,0,0,0,0,0,0,0
"16750","TEX44",0,0,0,0,0,0,0,0,0,0,0,0
"16751","TEX45",2,6,0,1,0,2,0,3,1,0,2,0
"16752","TEX46",0,0,0,0,0,0,0,0,1,3,0,0
"16753","TEX47",0,0,0,0,0,0,0,0,0,0,0,0
"16754","TEX48",1,0,0,0,0,2,0,0,0,0,0,2
"16755","TEX49",0,0,0,0,0,0,1,0,0,0,0,0
"16756","TEX50",0,0,0,0,0,0,0,0,0,0,0,0
"16757","TEX51",0,0,0,0,0,0,0,0,0,0,0,0
"16758","TEX52",0,0,0,2,6,2,0,0,2,0,0,1
"16759","TEX53",0,0,0,0,0,0,0,0,1,0,0,0
"16760","TEX55",0,0,0,0,0,0,0,0,0,0,0,0
"16761","TEX9",5,2,2,9,6,8,1,2,2,10,2,13
"16762","TF",1124.78,583.15,589.34,575.19,462.99,636.33,729.8,775.65,443,626.09,1176.97,610.73
"16763","TFAM",753,491,567.01,787,877.01,322.14,374,423.06,1140.01,961,598.61,748
"16764","TFAP2A",0,1,0,0,0,0,0,1,0,0,0,0
"16765","TFAP2B",0,0,0,0,0,0,0,0,0,0,0,0
"16766","TFAP2C",0,0,0,0,0,0,0,0,0,0,0,0
"16767","TFAP2D",0,0,0,0,0,0,0,0,0,0,0,0
"16768","TFAP2E",72,39,66,72,39,23,44,29,75,56,35,70
"16769","TFAP4",51.14,37,35.01,150,46.13,15.07,163.2,31,198.01,101.19,120.43,127.43
"16770","TFB1M",207.35,128.65,135.91,242.86,109.31,94.84,200.99,141.83,290.92,211.34,184.83,228.31
"16771","TFB2M",238,156,131,299,148,80,127,129,249,224,161,217
"16772","TFCP2",1482,688,800,756,809.4,709.03,656,407,1170,1122,565,1006
"16773","TFCP2L1",26,26,4,5,41,14,12,23,22,17,15,16
"16774","TFDP1",1750,1401,1162,916,1156,1141,403,492,1197,1290,496,1247
"16775","TFDP2",662.57,254.6,505.84,571.8,403.98,211.8,352.52,363.28,694.88,371.6,254.1,421.99
"16776","TFDP3",0,0,1,0,0,0,0,0,0,0,0,0
"16777","TFE3",5177,3590,3816,3292,3802,4431,2884,3048,3751,5202,4405,4940
"16778","TFEB",2542.94,2671.67,1877.83,2378.1,1020.69,1450.94,3136.7,3048.9,1625,3207.45,5878.09,2918.33
"16779","TFEC",1342,1051,1298,376,1301,1628,356,445,794,1363,638,986
"16780","TFF1",0,0,0,0,0,0,0,0,0,0,0,0
"16781","TFF2",0,0,0,0,0,0,0,0,0,0,0,0
"16782","TFF3",44,26,63,27,13,1,37,10,11,39,3,3
"16783","TFG",968,585,812,773,570,511,487,595,1009,1024,765,817
"16784","TFIP11",2126.05,1395.58,1294.94,1306.79,1142.91,629.15,1147.25,1636.7,1740.87,1411.96,1577.79,1614.05
"16785","TFPI",129.12,33,35,21,43.02,22,42,63.03,28,68,19,14
"16786","TFPI2",4,3,0,2,0,1,0,0,2,3,0,1
"16787","TFPT",298.21,382.82,286.89,370.84,181.6,79.56,473.27,542.49,257,366.47,803.66,318.39
"16788","TFR2",19,30,31,34,28,15,41,24,53,33,21,34
"16789","TFRC",668,661,403,436,751,520,357,349,1092,489,279,541
"16790","TG",75,35,35,46,57,98,29,28,21,25,65,28
"16791","TGDS",286,271,205,356,220,124,179,166,405,296,166,278
"16792","TGFA",1678,1512,1079,984,1633,1411,362,872,653,1575,672,961
"16793","TGFB1",7237,5083,4570,4428,2861,2475,7362,8539,5224,7610,12711,6347
"16794","TGFB1I1",86,10,20,26,19,18,65,43,12,40,25,16
"16795","TGFB2",5,1,0,8,1,5,5,3,6,2,5,3
"16796","TGFB3",41,20,46,69,31,11,47,19,108,42,26,69
"16797","TGFBI",5419,998,3010,2508,3806,2542,3596,2638,4169,7311,4071,8900
"16798","TGFBR1",3802,3997,2713,2666,2727,2637,1526,4292,3007,4074,2519,2790
"16799","TGFBR2",10303,6272,4274,7179,11587,8535,3223,3475,7822,9712,3375,6965
"16800","TGFBR3",533,146,634,506,424,118,248,521,647,348,100,373
"16801","TGFBR3L",1,0,1,1,1,0,2,0,1,0,0,1
"16802","TGFBRAP1",854.96,422.97,518.56,480.67,567.9,479.63,405.75,298.62,806.12,553.08,289.33,688.23
"16803","TGIF1",588,280,432,629,405,505,279,204,694,366,303,597
"16804","TGIF2",987.3,544.41,813.57,990.34,667.64,414.74,1198,649,1131.61,1148.32,903.38,1057.04
"16805","TGIF2-RAB5IF",33.88,39.51,23.23,31.98,8.77,9.16,0,58.16,8.34,27.96,7.32,7.57
"16806","TGIF2LX",0,0,0,0,0,0,0,0,0,0,0,0
"16807","TGIF2LY",0,0,0,0,0,0,0,0,0,0,0,0
"16808","TGM1",38,44,66,48,18,23,43,30,42,55,73,53
"16809","TGM2",132,24,100,26,81,60,8,212,76,87,394,38
"16810","TGM3",162,31,187,476,90,28,288,59,383,504,216,405
"16811","TGM4",3,1,6,0,15,12,8,3,6,3,4,18
"16812","TGM5",1,2,1,0,0,2,0,0,1,0,2,1
"16813","TGM6",0,0,0,0,0,0,0,0,0,0,0,0
"16814","TGM7",0,0,0,0,0,2,0,0,1,1,0,0
"16815","TGOLN2",11045.8,6419.8,5760.44,5951.92,7665.37,11080.82,4550.94,4986.27,8549.56,9809.87,4394.24,7770.79
"16816","TGS1",515.06,303.96,329.11,411.55,412.02,200.05,226.89,185.41,771.14,504.87,186.04,469.29
"16817","TH",0,0,0,0,0,0,0,0,0,0,0,0
"16818","THADA",912,497,594,716,577,437,732,595,1019,742,645,898
"16819","THAP1",554,384,363,505,404,304,257,320,461,587,366,455.01
"16820","THAP10",14,4,3,5,1,1,1,1,6,4,6,6
"16821","THAP11",880,741,689,1242,538,362,1061,658,1133,1042,885,1057
"16822","THAP12",2032,1247,1225,1789,1646,1175,1138,1057,2697,1933,1024,1946
"16823","THAP2",79,61,111,103,70,71,44,36,175,114,59,83
"16824","THAP3",225.79,202,239.25,342.84,121.21,80.69,470.42,285.57,276.6,319.86,531.12,242.73
"16825","THAP4",298,284,263,364,158,84,451,258,311,368,439,396
"16826","THAP5",950.23,679.95,582.64,951.23,717.67,771.58,578.98,707.83,1093.87,1108.14,675.74,864.14
"16827","THAP6",375.81,213.37,236.02,259.37,252.38,211.78,162.73,164.06,382.69,382.89,169.08,274.49
"16828","THAP7",100.02,100,115,206,31,27,397.32,169.14,246,177,465.06,207
"16829","THAP8",88,36,62,66,34,21,76,51,52,57,104,40
"16830","THAP9",87,33,39,43,58,81,30,26,100,56,28,78
"16831","THBD",1636,1568,524,826,2009,2341,1158,230,442,748,456,1577
"16832","THBS1",1792.01,550,505.93,687,742.82,3393.19,1029,543,726.06,484,238.17,2408.07
"16833","THBS2",13,3,16,8,7,6,11,6,6,12,8,9
"16834","THBS3",831,465,608,714,592,548,899,935,615,806,1115,1021
"16835","THBS4",51,57,0,40,25,17,51,2,50,62,6,16
"16836","THEG",0,0,0,0,0,0,0,0,0,0,0,0
"16837","THEG5",0,0,0,0,0,0,0,0,0,0,0,0
"16838","THEGL",0,0,0,0,1,0,0,0,0,0,0,0
"16839","THEM4",271.85,324.33,231.05,792.05,265.29,247.49,648.2,280.33,1398.16,479.01,378.67,597.66
"16840","THEM5",17,20,3,8,29,18,48,6,21,12,5,17
